idgruplac,verificado,tipo,nombre,lugar,fecha,disponibilidad,url,nombre_comercial,nombre_proyecto,institucion,autores
00000000002157,False,Computacional,Aula Virtual 2.0,Colombia,2005,Irrestricta,No Aplica,,,No Aplica,"ERWIN MEZA VEGA, MARTHA VITALIA CORREDOR MONTAGUT, JORGE HERNANDO RAMON SUAREZ"
00000000015901,False,Computacional,BiclApp,Colombia,2019,No restringido,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA,BiclApp,,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA,YULI SIDNEY GARCES BOLANOS
00000000015901,False,Computacional,EmotionApp,Colombia,2020,Restringido,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA,EmotionApp,,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA,YULI SIDNEY GARCES BOLANOS
00000000015901,False,Computacional,CLEANWORLD,Colombia,2020,Restringido,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA,Cleanworld,,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA,YULI SIDNEY GARCES BOLANOS
00000000002157,False,Multimedia,Dinámica de Sistemas Aplicada a la Educación básica Primaria - DINAMICO,Colombia,2006,No restringido,No Aplica,DINAMICO,,No Aplica,MIGUEL ANGEL NINO ZAMBRANO
00000000002157,False,Computacional,Identificacion de rostros con RNA,Colombia,2006,,No Aplica,,,No Aplica,EMBER UBEIMAR MARTINEZ FLOR
00000000002157,False,Computacional,Zipf Law,Colombia,2006,Restricta,"Ministerio de Ciencia, Tecnología e Innovación.",,,"Ministerio de Ciencia, Tecnología e Innovación.",EMBER UBEIMAR MARTINEZ FLOR
00000000008516,False,Computacional,Software para Administración de Información de la Especie Avicola de la Granja SENA con registros Técnicos y Productivos,Colombia,2011,Restringido,No Aplica,,SENA REGIONAL CAUCA,No Aplica,DAYNER ORDONEZ LOPEZ
00000000002157,False,Computacional,Repositorio de Objetos de Contenido,Colombia,2005,Irrestricta,No Aplica,,,No Aplica,ERWIN MEZA VEGA
00000000015901,False,Computacional,AppTende,Colombia,2019,No restringido,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA,AppTende,,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA,YULI SIDNEY GARCES BOLANOS
00000000007847,False,Computacional,HERRAMIENTA ACADÉMICA ALFA DE CRONBACH V1.0,Colombia,2018,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,HERRAMIENTA ACADÉMICA ALFA DE CRONBACH V1.0,,Colegio Mayor Del Cauca - Institución Universitaria,"GABRIEL ELIAS CHANCHI GOLONDRINO, YENNY MAGALY CASTRILLON BOLANOS"
00000000002157,False,Computacional,Netgociemos,Colombia,2004,Restringido,No Aplica,Netgociemos,,No Aplica,"LUZ MARINA SIERRA MARTINEZ, JORGE JAIR MORENO, MARTHA ELIANA MENDOZA B, ROBERTO CARLOS NARANJO, WILSON ORTEGA"
00000000002157,False,Computacional,ReTAS,Colombia,2004,Irrestricta,"Ministerio de Ciencia, Tecnología e Innovación.",,,"Ministerio de Ciencia, Tecnología e Innovación.",EMBER UBEIMAR MARTINEZ FLOR
00000000008516,False,Otra,"Objeto de Aprendizaje-OA, para gestionar reglas del negocio a nivel de la base de datos, utilizando procedimientos almacenados en PostgreSQL",Colombia,2011,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,"Objeto de Aprendizaje-OA, para gestionar reglas del negocio a nivel de la base de datos, utilizando procedimientos almacenados con postgress",Institución Universitaria Colegio Mayor del Cauca,Colegio Mayor Del Cauca - Institución Universitaria,FREDY ALONSO VIDAL ALEGRIA
00000000002157,False,Computacional,Sistema de Gestión de Afiliados en Salud SADSALUD,Colombia,2003,Restricta,No Aplica,,,No Aplica,JULIO ARIEL HURTADO ALEGRIA
00000000007847,False,Computacional,APLICATIVO PARA LA INSPECCIÓN DE USABILIDAD WEB,Colombia,2019,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,APLICATIVO PARA LA INSPECCIÓN DE USABILIDAD WEB,,Colegio Mayor Del Cauca - Institución Universitaria,"GABRIEL ELIAS CHANCHI GOLONDRINO, YENNY MAGALY CASTRILLON BOLANOS"
00000000002157,False,Computacional,Planet TB,Colombia,2009,No restringido,No Aplica,PlanetTB,,No Aplica,MIGUEL ANGEL NINO ZAMBRANO
00000000002157,False,Computacional,HERRAMIENTA SOFTWARE DE SOPORTE A TOMA DE DECISIONES PARA SELECCIONAR ESTRATEGIAS PUBLICITARIAS DE COMERCIO ELECTRÓNICO B2C,Colombia,2008,Restringido,UNIVERSIDAD DEL CAUCA,HERRAMIENTA SOFTWARE DE SOPORTE A TOMA DE DECISIONES PARA SELECCIONAR ESTRATEGIAS PUBLICITARIAS DE COMERCIO ELECTRÓNICO B2C,13-19-351,UNIVERSIDAD DEL CAUCA,"ROBERTO CARLOS NARANJO CUERVO, ROBINSON MONTENEGRO"
00000000002157,False,Computacional,"SISTEMA DE GESTIÓN UNIFICADA DE AMENAZA (UTM), BASADA EN UN SBC",Colombia,2019,Restringido,UNIVERSIDAD DEL CAUCA,"SISTEMA DE GESTIÓN UNIFICADA DE AMENAZA (UTM), BASADA EN UN SBC.",,UNIVERSIDAD DEL CAUCA,"SILER AMADOR DONADO, KATERINE MARCELES VILLALBA, MICHELLE DAYANA ROMERO LOPEZ, ALEXANDER MAMPOTES PIPI"
00000000005361,False,Computacional,SGRAFO - SIMULACIÓN DE SISTEMAS FOTÓNICOS GRADATIVOS,Colombia,2021,Restringido,UNIVERSIDAD AUTONOMA DE OCCIDENTE,,,UNIVERSIDAD AUTONOMA DE OCCIDENTE,"ROBERT SANCHEZ CANO, DANNY MANUEL CALVO VELASCO"
00000000003792,False,Computacional,Sistema de información Hospitalario,Colombia,2001,Restricta,No Aplica,,,No Aplica,WILSON LIBARDO PANTOJA YEPEZ
00000000008516,False,Computacional,El desarrollo del sistema Sistematización de los Procesos de Administrativos en el Área de Producción Agroalimentaria,Colombia,2011,Restringido,Colegio Mayor de Cauca (Popayán),,SENA REGIONAL CAUCA,Colegio Mayor de Cauca (Popayán),ALBERTO BRAVO BUCHELY
00000000003792,False,Computacional,Sistema de Gestión de Afiliados en Salud SADSALUD,Colombia,2003,Restricta,No Aplica,,,No Aplica,JULIO ARIEL HURTADO ALEGRIA
00000000003792,False,Computacional,Sistema de Gestión de Recursos Audiovisuales,Colombia,2003,Restricta,No Aplica,,,No Aplica,JULIO ARIEL HURTADO ALEGRIA
00000000003792,False,Computacional,Sistema de Gestión documental basado en ISO,Colombia,2004,Restricta,Gamma Ingenieros,,,Gamma Ingenieros,"JULIO ARIEL HURTADO ALEGRIA, RODRIGO PENA, CAROLINA MASSO"
00000000003792,False,Computacional,ORGEST,Colombia,2004,Restringido,TOTEMS LIMITADA,,,TOTEMS LIMITADA,"ALBERTO DE JESUS GONZALEZ RAMIREZ, CAROL ZULEIMA JOAQUI TRUJILLO, CECILIA VELASCO VIVAS, GABRIEL VASQUEZ"
00000000002157,False,Computacional,PENTESTER AUTOMATIZADO OWASP 2017 SOBRE UN SINGLE BOARD COMPUTER,Colombia,2019,No restringido,UNIVERSIDAD DEL CAUCA,PENTESTER AUTOMATIZADO OWASP 2017 SOBRE UN SINGLE BOARD COMPUTER,,UNIVERSIDAD DEL CAUCA,"SILER AMADOR DONADO, KATERINE MARCELES VILLALBA, DIANA MARCELA MONTANO HURTADO, GERALDIN VERGARA FAJARDO"
00000000003792,False,Computacional,PLATAFORMA DE EVALUACIÓN DOCENTE - UNIVERSIDAD DE CALDAS,Colombia,2017,Restringido,UNIVERSIDAD DE CALDAS,,,UNIVERSIDAD DE CALDAS,"JEFERSON ARANGO LOPEZ, LUIS FERNANDO CASTILLO OSSA, JAIRO IVAN VELEZ BEDOYA"
00000000002157,False,Computacional,Semantic Search on Internet of Things,Colombia,2014,No restringido,UNIVERSIDAD DEL CAUCA,Buscador Semántico en Internet de las Cosas,,UNIVERSIDAD DEL CAUCA,"MIGUEL ANGEL NINO ZAMBRANO, JESUS ALBERTO NINO ZAMBRANO, GUSTAVO ADOLFO RAMIREZ GONZALEZ"
00000000002157,False,Computacional,MEI PARA EL APRENDIZAJE DE LOS SISTEMAS OPERATIVOS,Colombia,2000,Restricta,No Aplica,,,No Aplica,"LUZ MARINA SIERRA MARTINEZ, YAMILE OSMA SANDOVAL"
00000000003792,False,Computacional,Plataforma Virtual BEKDAU,Colombia,2018,Restringido,UNIVERSIDAD DE CALDAS,Plataforma Virtual BEKDAU,,UNIVERSIDAD DE CALDAS,"JEFERSON ARANGO LOPEZ, LUIS FERNANDO CASTILLO OSSA"
00000000003792,False,Computacional,PLATAFORMA DE CONSULTA ELECTRÓNICA UNIVERSIDAD DE CALDAS,Colombia,2018,Restringido,UNIVERSIDAD DE CALDAS,PLATAFORMA DE CONSULTA ELECTRÓNICA UNIVERSIDAD DE CALDAS,,UNIVERSIDAD DE CALDAS,JEFERSON ARANGO LOPEZ
00000000005500,False,Multimedia,SEÑALAMIENTOS sobre el Museo Iberoamericano de Arte Moderno de Popayán,Colombia,2008,,No Aplica,,,No Aplica,"ORLANDO MARTINEZ VESGA, RICARDO AMAYA GAITAN, LUIS EDUARDO CRUZ MONDRAGON, JIM FANNKUGEN, GUILLERMO MARIN"
00000000002145,False,Computacional,Software RHABSIM 3.0 en Español para la Modelación Ecohidráulica,Estados Unidos,2004,Restricta,No Aplica,,,No Aplica,"JUAN MANUEL DIEZ HERNANDEZ, THOMAS R PAYNE"
00000000010553,False,Computacional,Herramienta Software para la Evaluación Financiera de Proyectos V1.9,Colombia,2017,No restringido,Institución Universitaria Colegio Mayor del Cauca,Herramienta Software para la Evaluación Financiera de Proyectos V1.9,,Institución Universitaria Colegio Mayor del Cauca,"DAYNER ORDONEZ LOPEZ, CARLOS HERNAN ANDRADE FALLA"
00000000002157,False,Computacional,Sistema de Evaluación de Productividad Docente de la Universidad del Cauca,Colombia,2011,Restringido,No Aplica,Sistema de Reconocimiento de Productividad Docente,,No Aplica,MIGUEL ANGEL NINO ZAMBRANO
00000000002157,False,Computacional,Buscardo Semantico en el domino de las Plantas WebSearch,Colombia,2010,No restringido,No Aplica,Semantic WebSearch Plants,,No Aplica,MIGUEL ANGEL NINO ZAMBRANO
00000000008516,False,Computacional,PORTAL WEB PARA EL COMITE DEPARTAMENTAL DE CONSUMO Y PREVENCION SPA.,Colombia,2006,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,Portal WEB CONSUMO Y PREVENCIÓN,Dirección Departamental de Salud del Cauca,Colegio Mayor Del Cauca - Institución Universitaria,DAYNER ORDONEZ LOPEZ
00000000015142,False,Computacional,Aplicación móvil para el desarrollo de pausas activas,Colombia,2016,Restringido,SERVICIO NACIONAL DE APRENDIZAJE SENA,,,SERVICIO NACIONAL DE APRENDIZAJE SENA,"FABIAN ANDRES MUNOZ ALEGRIA, JOSE CORTES CARVAJAL"
00000000015142,False,Computacional,Software dinamizador en el desarrollo de pausas activas,Colombia,2016,Restringido,Centro Agropecuario Sena,BREAK,,Centro Agropecuario Sena,JOSE CORTES CARVAJAL
00000000004806,False,Computacional,SISTEMA PARA LA DETECCIÓN DE CAÍDAS DE PACIENTES EN AMBIENTES HOSPITALARIOS,Colombia,2021,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,FALLDETECTIONAPP,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,JULIAN FERNANDO MUNOZ ORDONEZ
00000000002174,False,Computacional,NFC Interactive Panel,Colombia,2009,No restringido,UNIVERSIDAD CARLOS III DE MADRID,NFC Player,Gradient Lab - Universidad Carlos III de Madrid,UNIVERSIDAD CARLOS III DE MADRID,"GUSTAVO ADOLFO RAMIREZ GONZALEZ, CARLOS DELGADO KLOOS, MARIO MUNOZ ORGANERO, ANGELA ROCIO CHANTRE ASTAIZA"
00000000006505,False,Computacional,Monitor portable para detección de afecciones cardíacas y el estrés mental,Colombia,2018,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,,,Colegio Mayor Del Cauca - Institución Universitaria,DARLY MILDRED DELGADO AGUDELO
00000000006505,False,Computacional,SISTEMA DE EVALUACIÓN DOCENTE,Colombia,2009,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,SILCAD,la Institución Universitaria Colegio Mayor Del Cauca,Colegio Mayor Del Cauca - Institución Universitaria,PEDRO HARVEY ALVAREZ SANCHEZ
00000000006505,False,Computacional,HERRAMIENTA WEB DE MONITOREO DE CPU Y MEMORIA RAM PARA PROCESOS DEL SISTEMA OPERATIVO,Colombia,2015,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,HERRAMIENTA WEB DE MONITOREO DE CPU Y MEMORIA RAM PARA PROCESOS DEL SISTEMA OPERATIVO,,Colegio Mayor Del Cauca - Institución Universitaria,"GABRIEL ELIAS CHANCHI GOLONDRINO, WILMAR YESID CAMPO MUNOZ, MARTA CECILIA CAMACHO OJEDA"
00000000006505,False,Computacional,HERRAMIENTA DE CODIFICACIÓN DE CONTENIDOS MULTIMEDIA EDUCATIVOS FENODA CONVERTER,Colombia,2015,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,HERRAMIENTA DE CODIFICACIÓN DE CONTENIDOS MULTIMEDIA EDUCATIVOS FENODA CONVERTER,,Colegio Mayor Del Cauca - Institución Universitaria,"GABRIEL ELIAS CHANCHI GOLONDRINO, WILMAR YESID CAMPO MUNOZ, FRANCO ARTURO URBANO ORDONEZ, MARTA CECILIA CAMACHO OJEDA"
00000000006505,False,Computacional,HERRAMIENTA WEB DE MEDICIÓN DE ESTRÉS,Colombia,2015,Restringido,UNIVERSIDAD DEL CAUCA,Herramienta web de medición de estrés,,UNIVERSIDAD DEL CAUCA,"GABRIEL ELIAS CHANCHI GOLONDRINO, WILMAR YESID CAMPO MUNOZ, JOSE LUIS ARCINIEGAS HERRERA"
00000000006505,False,Computacional,"Dataset de contenidos musicales latinos, basado en el análisis lingüístico de las letras de las canciones",Colombia,2018,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,"Dataset de contenidos musicales latinos, basado en el análisis lingüístico de las letras de las canciones",,Colegio Mayor Del Cauca - Institución Universitaria,GABRIEL ELIAS CHANCHI GOLONDRINO
00000000006505,False,Computacional,"Herramienta para la estimación de la satisfacción en pruebas de usabilidad, a partir de la expresión facial",Colombia,2018,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,,,Colegio Mayor Del Cauca - Institución Universitaria,GABRIEL ELIAS CHANCHI GOLONDRINO
00000000006505,False,Computacional,Herramienta para la evaluación de la satisfacción en pruebas de usabilidad bajo el enfoque de pensamiento en voz alta - WDEV,Colombia,2018,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,Herramienta para la evaluación de la satisfacción en pruebas de usabilidad bajo el enfoque de pensamiento en voz alta - WDEV,,Colegio Mayor Del Cauca - Institución Universitaria,GABRIEL ELIAS CHANCHI GOLONDRINO
00000000006505,False,Computacional,JUEGO COFFEE FUN,Colombia,2018,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,JUEGO COFFEE FUN,,Colegio Mayor Del Cauca - Institución Universitaria,"KATERINE MARCELES VILLALBA, GABRIEL ELIAS CHANCHI GOLONDRINO, ANDRES FELIPE MERA TROCHEZ, MANUEL ESTEBAN JARAMILLO REINEL"
00000000002174,False,Computacional,"Aplicativo para el registro y despliegue del inventario de recursos turísticos del deparamento del Cauca según la metodología del Ministerio de Industria, Comercio y Turismo",Colombia,2007,Restringido,UNIVERSIDAD DEL CAUCA,Inventario de productos turísticos del departamento del Cauca,,UNIVERSIDAD DEL CAUCA,ANDRES JOSE CASTRILLON MUNOZ
00000000006505,False,Computacional,Juego Binarios V1.0,,2018,Restringido,No Aplica,Juego Binarios V1.0,,No Aplica,GABRIEL ELIAS CHANCHI GOLONDRINO
00000000006505,False,Computacional,HERRAMIENTA ACADÉMICA ALFA DE CRONBACH V1.0,Colombia,2018,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,HERRAMIENTA ACADÉMICA ALFA DE CRONBACH V1.0,,Colegio Mayor Del Cauca - Institución Universitaria,GABRIEL ELIAS CHANCHI GOLONDRINO
00000000006505,False,Computacional,GAMEZIN,Colombia,2018,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,GAMEZIN,,Colegio Mayor Del Cauca - Institución Universitaria,"KATERINE MARCELES VILLALBA, FABRICIO ESPINOZA GELIZ, GABRIEL ELIAS CHANCHI GOLONDRINO"
00000000006505,False,Computacional,JUEGO DE PALABRAS V1.0,Colombia,2018,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,,,Colegio Mayor Del Cauca - Institución Universitaria,GABRIEL ELIAS CHANCHI GOLONDRINO
00000000006505,False,Computacional,ACCESIBILIDADWEB2.0,,2019,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,AccesibilidadWeb2.0,,Colegio Mayor Del Cauca - Institución Universitaria,GABRIEL ELIAS CHANCHI GOLONDRINO
00000000006505,False,Computacional,"SISTEMA DE GESTIÓN UNIFICADA DE AMENAZA (UTM), BASADA EN UN SBC",Colombia,2019,No restringido,Colegio Mayor Del Cauca - Institución Universitaria,"SISTEMA DE GESTIÓN UNIFICADA DE AMENAZA (UTM), BASADA EN UN SBC.",,Colegio Mayor Del Cauca - Institución Universitaria,"KATERINE MARCELES VILLALBA, SILER AMADOR DONADO, MICHELLE DAYANA ROMERO LOPEZ, ALEXANDER MAMPOTES PIPI"
00000000006505,False,Computacional,APLICACIÓN MÓVIL HEROTEST,Colombia,2019,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,APLICACIÓN MÓVIL HEROTEST,,Colegio Mayor Del Cauca - Institución Universitaria,"KATERINE MARCELES VILLALBA, GABRIEL ELIAS CHANCHI GOLONDRINO, ASTRID ADRIANA ANACONA JIMENEZ"
00000000006505,False,Computacional,Sistema de reserva de Recursos Audiovisuales,Colombia,2008,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,,Colegio mayor del Cauca,Colegio Mayor Del Cauca - Institución Universitaria,JOSE LUIS JURADO MUNOZ
00000000006505,False,Computacional,Software Estadístico para el Proyecto de Acompañamiento Jurídico y Familiar a Reclusos Indígenas en el Sistema Penitenciario y Carcelario,Colombia,2007,Restringido,ASOCIACION DE CABILDOS INDIGENAS DEL NORTE DEL CAUCA - ACIN,Software estadístico - ACIN - IUCMC,Movimiento de paz holandés IKV Pax Christi,ASOCIACION DE CABILDOS INDIGENAS DEL NORTE DEL CAUCA - ACIN,FREDY ALONSO VIDAL ALEGRIA
00000000007601,False,Computacional,Sistema mooc catedra de paz,Colombia,2020,No restringido,UNIVERSIDAD DEL CAUCA,MOOC CÁTEDRA DE PAZ,,UNIVERSIDAD DEL CAUCA,"PAULA ANDREA MORA PEDREROS, MANUEL JOSE SANTIAGO PAJAJOYO, ANDRES FABIAN ARIAS NORENA, GUSTAVO EDUARDO CONSTAIN MORENO"
00000000007601,False,Computacional,PLATAFORMA SOFTWARE OBSERVATORIO FILOSÓFICO VIRTUAL,Colombia,2020,Restringido,UNIVERSIDAD DEL CAUCA,OBSERVATORIO FILOSÓFICO VIRTUAL,,UNIVERSIDAD DEL CAUCA,"MANUEL JOSE SANTIAGO PAJAJOYO, PAULA ANDREA MORA PEDREROS, GUSTAVO EDUARDO CONSTAIN MORENO, ANDRES FABIAN ARIAS NORENA"
00000000002936,False,Computacional,APLICATIVO SOBRE DISPOSITIVOS MÓVILES COMO AUXILIAR FONOAUDIOLÓGICO PARA ANÁLISIS MULTIPARAMÉTRICO DE NORMALIDAD DE LA VOZ,Colombia,2018,Restringido,No Aplica,VOCALISIS,,No Aplica,"YOLANDA CARDENAS CAMAYO, CLAUDIA XIMENA CAMPO CANAR"
00000000002936,False,Computacional,APLICATIVO SOBRE DISPOSITIVOS MÓVILES COMO AUXILIAR FONOAUDIOLÓGICO PARA ANÁLISIS MULTIPARAMÉTRICO DE NORMALIDAD DE LA VOZ,Colombia,2018,Restringido,"Universidad Antonio Nariño, Popayán",Vocalisis,,"Universidad Antonio Nariño, Popayán","CLAUDIA XIMENA CAMPO CANAR, YOLANDA CARDENAS CAMAYO"
00000000016909,False,Computacional,GaMotion,Colombia,2019,Restringido,KCUMEN DIGITAL SAS.,GaMotion,,KCUMEN DIGITAL SAS.,"MANUEL JOSE SANTIAGO PAJAJOYO, PAULA ANDREA MORA PEDREROS, ANDRES FABIAN ARIAS NORENA, GUSTAVO EDUARDO CONSTAIN MORENO"
00000000016909,False,Computacional,PLATAFORMA SOFTWARE OBSERVATORIO FILOSÓFICO VIRTUAL,Colombia,2020,Restringido,UNIVERSIDAD DEL CAUCA,OBSERVATORIO FILOSÓFICO VIRTUAL,,UNIVERSIDAD DEL CAUCA,"PAULA ANDREA MORA PEDREROS, MANUEL JOSE SANTIAGO PAJAJOYO, ANDRES FABIAN ARIAS NORENA, GUSTAVO EDUARDO CONSTAIN MORENO"
00000000016909,False,Computacional,Sistema mooc catedra de paz,Colombia,2020,Restringido,UNIVERSIDAD DEL CAUCA,MOOC CATEDRA DE PAZ,,UNIVERSIDAD DEL CAUCA,"PAULA ANDREA MORA PEDREROS, MANUEL JOSE SANTIAGO PAJAJOYO, ANDRES FABIAN ARIAS NORENA, GUSTAVO EDUARDO CONSTAIN MORENO"
00000000015873,False,Computacional,EmotionApp,Colombia,2020,No restringido,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA,EmotionApp,,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA,"YULI SIDNEY GARCES BOLANOS, INGRID SELENE TORRES ROJAS"
00000000015873,False,Computacional,Sistema mooc catedra de paz,Colombia,2020,Restringido,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA,MOOC CÁTEDRA DE PAZ,,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA,WILLIAM DARIO CHARA ORDONEZ
00000000015873,False,Computacional,EMOCIONES APP,Colombia,2022,No restringido,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA,Conciencia App,,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA,INGRID SELENE TORRES ROJAS
00000000007601,False,Multimedia,Interactivo para el desarrollo de competencias para las pruebas de estado ICFES,Colombia,2007,Irrestricta,Fundación Sumakai,,,Fundación Sumakai,PAULA ANDREA MORA PEDREROS
00000000007601,False,Otra,Sistema de información web Mesa de ayuda-TAURUS,Colombia,2017,Restringido,KCUMEN DIGITAL SAS.,Mesa de ayuda-TAURUS,,KCUMEN DIGITAL SAS.,ANDRES FABIAN ARIAS NORENA
00000000007601,False,Computacional,Sistema de información socioeconómica del Cauca TANGARA,Colombia,2017,Restringido,KCUMEN DIGITAL SAS.,TANGARA,,KCUMEN DIGITAL SAS.,ANDRES FABIAN ARIAS NORENA
00000000007601,False,Multimedia,Plataforma CertiAGRO,Colombia,2018,Restringido,KCUMEN DIGITAL SAS.,CertiAGRO,,KCUMEN DIGITAL SAS.,"ANA MARIA MARIN MARTINEZ, ANDRES FABIAN ARIAS NORENA, CRISTIAN DAVID MUNOZ GUTIERREZ, RICARDO ANDRES ORDONEZ MARIN"
00000000007601,False,Computacional,GaMotion,Colombia,2019,Restringido,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA,GAMOTION,,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA,"GUSTAVO EDUARDO CONSTAIN MORENO, MANUEL JOSE SANTIAGO PAJAJOYO, PAULA ANDREA MORA PEDREROS, ANDRES FABIAN ARIAS NORENA"
00000000007601,False,Computacional,Sistema mooc catedra de paz,Colombia,2020,Restringido,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA,,,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA,"GUSTAVO EDUARDO CONSTAIN MORENO, MANUEL JOSE SANTIAGO PAJAJOYO, PAULA ANDREA MORA PEDREROS, ANDRES FABIAN ARIAS NORENA"
00000000007601,False,Computacional,PLATAFORMA SOFTWARE OBSERVATORIO FILOSÓFICO VIRTUAL,Colombia,2020,Restringido,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA,PLATAFORMA SOFTWARE OBSERVATORIO FILOSÓFICO VIRTUAL,,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA,"MANUEL JOSE SANTIAGO PAJAJOYO, GUSTAVO EDUARDO CONSTAIN MORENO, PAULA ANDREA MORA PEDREROS, ANDRES FABIAN ARIAS NORENA"
00000000006505,False,Computacional,"HERRAMIENTA PARA LA EJECUCIÓN DE PRUEBAS DE USABILIDAD BAJO EL ENFOQUE DE MOUSE TRACKING ""SEGUIMIENTOMOUSE""",Colombia,2019,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,"HERRAMIENTA PARA LA EJECUCIÓN DE PRUEBAS DE USABILIDAD BAJO EL ENFOQUE DE MOUSE TRACKING ""SEGUIMIENTOMOUSE""",,Colegio Mayor Del Cauca - Institución Universitaria,GABRIEL ELIAS CHANCHI GOLONDRINO
00000000006505,False,Computacional,PENTESTER AUTOMATIZADO OWASP 2017 SOBRE UN SINGLE BOARD COMPUTER,Colombia,2019,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,PENTESTER AUTOMATIZADO OWASP 2017 SOBRE UN SINGLE BOARD COMPUTER,,Colegio Mayor Del Cauca - Institución Universitaria,"KATERINE MARCELES VILLALBA, SILER AMADOR DONADO, GERALDIN VERGARA FAJARDO, DIANA MARCELA MONTANO HURTADO"
00000000006505,False,Computacional,REQUISITOSV1.0,Colombia,2019,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,REQUISITOSV1.0,,Colegio Mayor Del Cauca - Institución Universitaria,"MARIA CLARA GOMEZ ALVAREZ, GABRIEL ELIAS CHANCHI GOLONDRINO"
00000000006505,False,Computacional,COMEDOR AUTOMÁTICO PARA PERROS Y GATOS K&P - COLITAS FELICES,Colombia,2022,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,COMEDOR AUTOMÁTICO PARA PERROS Y GATOS K&P - COLITAS FELICES,,Colegio Mayor Del Cauca - Institución Universitaria,"KATERINE MARCELES VILLALBA, KAROL SILVANA GOMEZ BURBANO, ANGIE PAOLA NAVIA TINTINAGO"
00000000006505,False,Computacional,SPORT ACTIVITY,Colombia,2022,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,SPORT ACTIVITY,,Colegio Mayor Del Cauca - Institución Universitaria,"KATERINE MARCELES VILLALBA, EDER JULIAN SERNA RIVERA, JHON EDINSON FANDINO SALINAS"
00000000006505,False,Computacional,AMTRUI TRAVEL,Colombia,2022,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,AMTRUI TRAVEL,,Colegio Mayor Del Cauca - Institución Universitaria,"EDWIN JAVIER COLLAZOS, KATERINE MARCELES VILLALBA, CRISTIAN ALEJANDRO ROJAS TRIANA"
00000000006505,False,Computacional,SINSEÑAS,Colombia,2022,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,SINSEÑAS,,Colegio Mayor Del Cauca - Institución Universitaria,"KATERINE MARCELES VILLALBA, CRISTIAN FABIAN BRAVO MOSQUERA, MANUEL FRANCISCO SILVA JOAQUI"
00000000006505,False,Computacional,EASY MATH APP,Colombia,2022,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,EASY MATH APP,,Colegio Mayor Del Cauca - Institución Universitaria,"DIEGO ALEJANDRO DIAZ BONILLA, KATERINE MARCELES VILLALBA"
