idcvlac,autor,nombre,tipo,verificado,nombre_comercial,contrato_registro,lugar,fecha,palabras,areas,sectores
0000162040,"VERONICA MABEL PAZ SOLARTE, Construcción de un Juego Interactivo, a partir del lenguaje artístico de la Literatura Infantil y las TIC",para niñas y niños de los grados tercero y cuarto de primaria de diferentes Instituciones Educativas. Resolución 021 del 15 febrero 2020 convocatoria 047 de semilleros de investigación,Industrial,False,,,Colombia,2020,No Aplica,No Aplica,No Aplica
0000268453,OLGA LUCIA CADENA DURAN,Fincas escuelas agroecológicas: estrategias innovadoras de transferencia y apropiación social de conocimientos locales,Servicios,True,,,Colombia,2018,No Aplica,No Aplica,No Aplica
0000667021,"FRANCISCO JAVIER ORTEGA, MODELO CONTABLE DE IDENTIFICACION, MEDICION",VALORACION Y REPRESENTACION DE IMPACTOS AMBIENTALES,Industrial,False,,,México,2012,No Aplica,No Aplica,No Aplica
0001562582,JOSE CORTES CARVAJAL,SISTEMA DETECTOR DE INTENCIÓN DE MOVIMIENTO A PARTIR DE SEÑALES ELECTROMIOGRÁFICAS SUPERFICIALES,Industrial,True,,,Colombia,2012,No Aplica,No Aplica,No Aplica
0001562582,JOSE CORTES CARVAJAL,App Movil BREAK (Dinamizar Pausas Activas),Industrial,True,,,Colombia,2016,No Aplica,No Aplica,No Aplica
0000265675,CARLOS ARTURO LEON ROA,Desarrollo del Prototipo Industrial del Concentrador Telefónico Digital CTD,Industrial,True,Concentrador Telefónico Digital CTD,,Colombia,1993,Concentrador Telefónico Digital CTD,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,Desarrollo de programas (software) y prestación de servicios en informática
0000265675,CARLOS ARTURO LEON ROA,CCVP-Sistema de Conteo y Clasificación Vehicular para Peajes,Industrial,False,,,Colombia,1994,No Aplica,No Aplica,No Aplica
0000265675,"CARLOS ARTURO LEON ROA, HECTOR SAMUEL VILLADA CASTILLO, LAURA VICTORIA LEON CASANOVA, CLAUDIA MARITZA GAMBOA FRANCO",Empaque compostable para snacks funcionales YELLOW FOODS,Industrial,True,,,Colombia,2020,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica
0000265675,"CARLOS ARTURO LEON ROA, HECTOR SAMUEL VILLADA CASTILLO, LAURA VICTORIA LEON CASANOVA, CLAUDIA MARITZA GAMBOA FRANCO, SEBASTIAN ZULUAGA ARISTIZABAL",Empaque multicapa compostable para snacks de macadamia salada,Industrial,True,,,Colombia,2020,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica
0000265675,"CARLOS ARTURO LEON ROA, CLAUDIA MARITZA GAMBOA FRANCO, LAURA VICTORIA LEON CASANOVA, HECTOR SAMUEL VILLADA CASTILLO, SEBASTIAN ZULUAGA ARISTIZABAL",Sachet multicapa compostable para azucar organica 5 gr,Industrial,True,,,Colombia,2020,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica
0001386390,CLAUDIA MARITZA GAMBOA FRANCO,Empaque multicapa compostable para snacks de macadamia salada,Industrial,True,,,Colombia,2020,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica
0001386390,CLAUDIA MARITZA GAMBOA FRANCO,Sachet multicapa compostable para azucar organica 5 gr,Industrial,True,,,Colombia,2020,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica
0001386390,CLAUDIA MARITZA GAMBOA FRANCO,Empaque compostable para snacks funcionales YELLOW FOODS,Industrial,True,,,Colombia,2020,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica
0001966167,SEBASTIAN ZULUAGA ARISTIZABAL,Empaque multicapa compostable para snacks de macadamia salada,Industrial,True,,,Colombia,2020,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica
0001966167,SEBASTIAN ZULUAGA ARISTIZABAL,Sachet multicapa compostable para azucar organica 5 gr,Industrial,True,,,Colombia,2020,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica
0002042699,ALEJANDRA YICEL VARGAS MUNOZ,PROTOTIPO WEB CALNOT,Industrial,False,,,Colombia,2020,No Aplica,No Aplica,No Aplica
0001427280,"JULIAN ANDRES CAICEDO MUNOZ, JULIO ANDRES MOSQUERA BOLANOS, CARLOS FELIPE LOPEZ CORDOBA, DANIEL RODRIGO ORTEGA ALEGRIA",Alevín,Industrial,True,,,Colombia,2018,No Aplica,No Aplica,No Aplica
0001427280,"JULIAN ANDRES CAICEDO MUNOZ, JULIO ANDRES MOSQUERA BOLANOS, CESAR RODRIGO MALAVER FLOR, SANDRA PATRICIA CASTILLO LANDINEZ",EcoEstación,Industrial,True,,,Colombia,2017,No Aplica,No Aplica,No Aplica
0001427280,"JULIAN ANDRES CAICEDO MUNOZ, JULIO ANDRES MOSQUERA BOLANOS",COVIDA,Industrial,True,,,Colombia,2020,No Aplica,No Aplica,No Aplica
0001543999,"ADRIANA LORENA SANCHEZ VERGARA, JORGE ELIECER MANRIQUE JULIO, MONICA ALEJANDRA MORENO RUANO, JULIAN ANDRES BETANCOURT CARDONA, NATALIA EUGENIA SAMBONI RUIZ, ARNOL ARIAS HOYOS, CARLOS MIGUEL TORRADO CUELLAR",Prototipo recuperación de cianuro,Industrial,True,,,Colombia,2019,No Aplica,"Ingeniería y Tecnología;Ingeniería Ambiental;Ingeniería Ambiental y Geológica, Ingeniería y Tecnología;Ingeniería Química;Ingeniería Química (Plantas y Productos)","Captación, tratamiento y distribución de agua, limpieza urbana, aguas residuales y actividades conexas"
0000163405,"CARLOS FELIPE LOPEZ CORDOBA, JULIAN ANDRES CAICEDO MUNOZ, JULIO ANDRES MOSQUERA BOLANOS, DANIEL RODRIGO ORTEGA ALEGRIA",Alevín,Industrial,True,,,Colombia,2018,No Aplica,No Aplica,"Agricultura, pecuaria, silvicultura, explotación forestal"
0000002021,"GEHOVELL JULIANA VIDAL PINILLA, CLARA MILENA CONCHA LOZADA, BEATRIZ EUGENIA OSPITIA THOLA, DAYSE DELGADO ERASO, RICARDO CAMACHO MUNOZ",Abono orgánico en esquema comunitario en las veredas la Yunga y río Hondo,Industrial,True,,,Colombia,2020,Compostaje;Comunidad rural;Desarrollo rural,"Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria, Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería de Producción",Otros sectores
0000083197,DIEGO MANUEL DUSSAN MUNOZ,PROTOTIPO MECATRÓNICO CON FUNCIONALIDAD IoT PARA EL SECADO DEL CAFÉ OBTENIDO POR EL PROCESO DE BENEFICIO POR VÍA HÚMEDA,Industrial,False,,,Colombia,2021,No Aplica,No Aplica,No Aplica
0000083197,DIEGO MANUEL DUSSAN MUNOZ,Entorno virtual de entrenamiento de operarios en el embalaje de productos en una línea de producción,Industrial,False,,,Colombia,2022,No Aplica,No Aplica,No Aplica
0000865923,"GLORIA LOPEZ MUNOZ, JESUS EMILIO PINTO LOPERA, DIANA CAROLINA MENESES CABEZAS",Aparato de tinción de muestras de patología que incluye un mecanismo de movimiento removible,Industrial,False,,,Colombia,2019,Sistema automático de tinción;Autostainer;Patología,"Ciencias Médicas y de la Salud;Medicina Básica;Patología, Ciencias Médicas y de la Salud;Biotecnología en Salud;Biotecnología Relacionada con la Salud, Ingeniería y Tecnología;Ingeniería Mecánica;Ingeniería Mecánica, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático, Ingeniería y Tecnología;Biotecnología Industrial;Biotecnología Industrial",No Aplica
0000159098,JOHN ROBERT MUNOZ CHAVEZ,Sonómetro V1,Servicios,True,,,Colombia,2006,No Aplica,No Aplica,No Aplica
0000159098,JOHN ROBERT MUNOZ CHAVEZ,Vera,Servicios,True,,,Brasil,2016,No Aplica,No Aplica,No Aplica
0000901644,"JULIA ANDREA OSORIO HENAO, NORBERTO URRUTIA COBO, LINA MATCELA ESPINAL ZAPATA","Plataforma (en construcción) para Análisis Específicos del Riesgo. Sistema didáctico de planificación y atención participativa e integrada del riesgo de desastres por efecto de eventos hidrometeorológicos en la subcuenca río Molino, Popayán",Industrial,True,,,Colombia,2021,No Aplica,No Aplica,No Aplica
0001385158,JULIAN ANDRES BETANCOURT CARDONA,Prototipo de recuperación de cianuro,Industrial,True,,,Colombia,2019,No Aplica,No Aplica,No Aplica
0001536699,"JULIO ANDRES MOSQUERA BOLANOS, JULIAN ANDRES CAICEDO MUNOZ, CARLOS FELIPE LOPEZ CORDOBA, DANIEL RODRIGO ORTEGA ALEGRIA",Alevín,Industrial,True,,,Colombia,2018,No Aplica,No Aplica,No Aplica
0001536699,JULIO ANDRES MOSQUERA BOLANOS,CoVida,Industrial,True,,,Colombia,2020,No Aplica,No Aplica,No Aplica
0001536699,"JULIAN ANDRES CAICEDO MUNOZ, JULIO ANDRES MOSQUERA BOLANOS",EcoEstación,Industrial,True,,,Colombia,2017,No Aplica,No Aplica,No Aplica
0001536699,JULIO ANDRES MOSQUERA BOLANOS,SISTEMA ELECTROMECÁNICO PARA EL CONTEO Y CLASIFICACIÓN DE PECES ALEVINOS,Industrial,True,,,Colombia,2019,No Aplica,No Aplica,No Aplica
0001536699,"JULIO ANDRES MOSQUERA BOLANOS, JULIAN ANDRES CAICEDO MUNOZ, PABLO EDUARDO CAICEDO RODRIGUEZ, SANDRA PATRICIA CASTILLO LANDINEZ",EcoSecador de café con base en un sistema solar fotovoltaico,Industrial,True,,,Colombia,2016,Energía Renovable;Control Electrónico;Secado de Café,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Automatización y Sistemas de Control, Ingeniería y Tecnología;Ingeniería Mecánica;Ingeniería Mecánica, Ingeniería y Tecnología;Ingeniería Ambiental;Ingeniería del Petróleo (Combustibles, Aceites), Energía y Combustibles","Agricultura, pecuaria, silvicultura, explotación forestal"
0001536699,JULIO ANDRES MOSQUERA BOLANOS,SISTEMA DE DETECCIÓN DE AVENIDAS TORRENCIALES,Industrial,True,,,Colombia,2017,Avenidas Torrenciales;Internet de las Cosas;SigFox,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Telecomunicaciones",Desarrollo de programas (software) y prestación de servicios en informática
0000887862,NATALIA EUGENIA SAMBONI RUIZ,Prototipo de recuperación de cianuro,Industrial,True,,,Colombia,2019,No Aplica,Ingeniería y Tecnología;Ingeniería Química;Ingeniería Química (Plantas y Productos),"Captación, tratamiento y distribución de agua, limpieza urbana, aguas residuales y actividades conexas"
0000713295,SANDRA PATRICIA CASTILLO LANDINEZ,"COLLAR PARA LA DETECCIÓN DE ESTRO EN BOVINOS (VS_COLLAR), PROTOTIPO INDUSTRIAL",Industrial,False,,,Colombia,2021,No Aplica,No Aplica,No Aplica
0000010922,"YAMIR HERNANDO BOLANOS MUNOZ, JUAN PABLO DIAGO RODRIGUEZ, SANDRA PATRICIA CASTILLO LANDINEZ, PABLO EDUARDO CAICEDO RODRIGUEZ, MARIA DE LOS ANGELES ROSERO MONTILLA, JUAN MANUEL VIVAS TORRES",COLLAR PARA LA DETECCIÓN DE ESTRO EN BOVINOS,Industrial,False,,,Colombia,2021,Internet de las cosas;Lora ;Microcontroladores;Monitoreo ;Sistema inalámbrico;Sistema portable;Sistemas embebidos,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Telecomunicaciones",Desarrollo rural
0000010922,"YAMIR HERNANDO BOLANOS MUNOZ, CARLOS FELIPE RENGIFO RODAS, EDUARDO CASTILLO CASTILLO, JUAN FERNANDO FLOREZ MARULANDA, LUISA FERNANDA PINEDA CALVACHE",SISTEMA DE INFRAESTRUCTURA DE MEDICIÓN AVANZADA SOPORTADO EN SISTEMA PARA MONITOREO DEL ESTADO DE CONEXIÓN DE MEDIDORES A SU RESPECTIVO TRANSFORMADOR,Industrial,False,,,Colombia,2017,Comunicación PLC ;Consumo energético;Internet de las cosas;Eficiencia energética;Monitoreo ,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",No Aplica
0000010922,YAMIR HERNANDO BOLANOS MUNOZ,SISTEMA PARA MONITOREO DEL ESTADO DE CONEXIÓN DE MEDIDORES DE USUARIO A SU RESPECTIVO TRANSFORMADOR,Industrial,False,,,Colombia,2015,No Aplica,No Aplica,No Aplica
0000010922,"CARLOS FELIPE LOPEZ CORDOBA, YAMIR HERNANDO BOLANOS MUNOZ",TARJETA ELECTRONICA DIDACTICA PARA APRENDIZAJE DE MICROCONTROLADORES PIC,Industrial,False,,,Colombia,2022,Microcontroladores;Robótica ;Sistemas embebidos;Sistema portable,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Educación
0000010922,"YESID ENRIQUE CASTRO CAICEDO, YAMIR HERNANDO BOLANOS MUNOZ",TARJETA ELECTRONICA PARA APRENDIZAJE EN ROBÓTICA MÓVIL,Industrial,False,,,Colombia,2022,Robótica ;Sistemas embebidos,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático",Educación
0000349143,AUGUSTO PRADO ESPANA,MAQUINA EXTRACTORA DE ACEITES VEGETALES,Industrial,True,,,Colombia,2017,ACEITES VEGETALES,Ciencias Agrícolas;Biotecnología Agrícola;Biotecnología Agrícola y de Alimentos,"Agricultura, pecuaria, silvicultura, explotación forestal"
0000349143,AUGUSTO PRADO ESPANA,FORTALECIMIENTO DE LA CADENA PRODUCTIVA DE PLÁTANO CON FINES AGROINDUSTRIALES EN EL SUR DEL HUILA,Industrial,True,,,Colombia,2017,INVESTIGACIÓN;PROCESOS INVESTIGATIVOS;Producción Agrícola,Ciencias Agrícolas;Biotecnología Agrícola;Biotecnología Agrícola y de Alimentos,"Agricultura, pecuaria, silvicultura, explotación forestal"
0000349143,AUGUSTO PRADO ESPANA,COCINA ALTERNATIVA DOÑA BIVI,Industrial,True,,,Colombia,2017,Impacto Social;INVESTIGACIÓN;Manipulacion de Alimentos,Ciencias Agrícolas;Biotecnología Agrícola;Biotecnología Agrícola y de Alimentos,"Agricultura, pecuaria, silvicultura, explotación forestal"
0000349143,AUGUSTO PRADO ESPANA,FORTALECIMIENTO DE LA CADENA PRODUCTIVA DE HIGUERILLA CON FINES AGROINDUSTRIALES EN EL SUR DEL HUILA,Industrial,True,,,Colombia,2017,Impacto Social;PROCESOS INVESTIGATIVOS;Producción Agrícola,Ciencias Agrícolas;Biotecnología Agrícola;Biotecnología Agrícola y de Alimentos,"Agricultura, pecuaria, silvicultura, explotación forestal"
0000349143,AUGUSTO PRADO ESPANA,ELABORACIÓN DE BIODISEL A BASE DE MUCÍLAGO DE CAFÉ Y ACEITE DE HIGUERILLA,Industrial,True,,,Colombia,2017,ACEITES VEGETALES;INVESTIGACIÓN;Transformar,Ciencias Agrícolas;Biotecnología Agrícola;Biotecnología Agrícola y de Alimentos,Desarrollo rural
0000349143,AUGUSTO PRADO ESPANA,LADRILLO ECOLÓGICO,Industrial,True,,,Colombia,2017,Aprendizaje Basado en Proyectos;Caracterización;Impacto Social;Biocontrucción,"Ingeniería y Tecnología;Ingeniería de los Materiales;Compuestos (Laminados, Plásticos Reforzados, Fibra Sintéticas y Naturales)",Desarrollo de nuevos materiales
0000349143,AUGUSTO PRADO ESPANA,Fabricación de papel con fibras naturales para diseño y desarrollo de empaques,Industrial,True,,,Colombia,2017,Biología Celular;Caracterización;Producción Agrícola,"Ingeniería y Tecnología;Biotecnología Industrial;Bioproductos (Productos que se Manufacturan Usando Biotecnología), Biomateriales, Bioplásticos, Biocombustibles, Materiales Nuevos Bioderivados, Químicos Finos Bioredivados","Fabricación de productos textiles, celulosa, papel y productos de papel"
0000349143,AUGUSTO PRADO ESPANA,Sistema de purificación de aguas mediante el uso de la cáscara de macadamia,Industrial,True,,,Colombia,2017,Calidad de Aguas Naturales;Caracterización;Impacto Social;Limnología,Ciencias Naturales;Ciencias Biológicas;Métodos de Investigación en Bioquímica,Fabricación de productos de minerales no
0000349143,AUGUSTO PRADO ESPANA,Obtención de colágeno de pescado a partir de escamas de peces,Industrial,True,,,Colombia,2017,Limnología;Piscicultura;PROCESOS INVESTIGATIVOS,"Ciencias Naturales;Ciencias Biológicas;Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento","Agricultura, pecuaria, silvicultura, explotación forestal"
0001469142,"GIOVANNI ALEJANDRO VARONA BELTRAN, KAREN DELGADO DELGADO, CAMILO ELIAS MONTILLA BUITRAGO, HECTOR SAMUEL VILLADA CASTILLO",PROCESO DE OBTENCIÓN DE PELÍCULAS BIODEGRADABLES PARA LA FABRICACIÓN DE GUANTES PARA EL CONSUMO DE ALIMENTOS,Industrial,True,,,Colombia,2016,No Aplica,No Aplica,No Aplica
0001542488,JULIAN FELIPE LATORRE OCHOA,Secador Experimental para Bagazo de Caña y otros Productos Agricolas,Industrial,True,,,Colombia,2012,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Automatización y Sistemas de Control, Ingeniería y Tecnología;Ingeniería Mecánica;Ingeniería Mecánica, Ingeniería y Tecnología;Ingeniería Mecánica;Termodinámica","Agricultura, pecuaria, silvicultura, explotación forestal"
0000594504,"JULIAN ORLANDO YEPES MARTINEZ, JAVIER DARIO SANJUAN DECARO, ANDRES FELIPE DEULOFEU TORRES",Prototipo de microscopio de bajo costo,Servicios,True,,,Colombia,2018,No Aplica,No Aplica,No Aplica
0001363087,"LUZ ADRIANA PLAZAS PEMBERTHY, LAURA MARCELA VASQUEZ LOPEZ, MARIO MILVER PATINO VELASCO",Prototipo caracterizador de rango de tamaño de particulas,Industrial,True,,,Colombia,2012,No Aplica,No Aplica,Salud humana
0000011924,ERNESTO LEON RODRIGUEZ FLOREZ,Motor de Juegos Online - Safiro,Industrial,False,,,Colombia,2005,Internet2;Realidad Virtual;Redes IPv6;Software Educativo;Video Juego,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica","Desarrollo de programas (software) y prestación de servicios en informática, Desarrollo de programas (software) y prestación de servicios en informática"
0000013528,"ANDRES JOSE CASTRILLON MUNOZ, GUSTAVO ADOLFO RAMIREZ GONZALEZ, ANGELA CHANTRE ASTAIZA, JAVIER ALEXANDER HURTADO GUACA",Sistema Piloto de Trazabilidad Turística,Industrial,True,,Convenio de Cooperación Interinstitucional No 10912010 celebrado entre la Gobernación del Cauca y la Universidad del Cauca,Colombia,2011,Ambiente de Desarrollo;Aplicaciones web;Bases de datos;Integración de Sistemas;Servicios Web;telemática;trazabilidad,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica
0001357697,ANGELA ROCIO CHANTRE ASTAIZA,Sistema Piloto de Trazabilidad Turística,Industrial,True,,,Colombia,2011,Demanda Turística;Marketing Cultural;Marketing Móvil;Marketing Turístico;Trazabilidad,"Ciencias Sociales;Economía y Negocios;Negocios y Management, Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías",Desarrollo de programas (software) y prestación de servicios en informática
0001357697,"GUSTAVO ADOLFO RAMIREZ GONZALEZ, MARIO MUNOZ ORGANERO, CARLOS DELGADO KLOOS, ANGELA ROCIO CHANTRE ASTAIZA",Interactive Panel,Industrial,True,NFC Interactive Panel,,España,2008,Marketing Móvil;Marketing;RFID;NFC,"Ciencias Sociales;Economía y Negocios;Negocios y Management, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Desarrollo de programas (software) y prestación de servicios en informática
0000012840,BORGIA ENRICO ACOSTA FUENTES,PIU REC,Industrial,True,,,Colombia,2001,Cultura,Ciencias Sociales;Periodismo y Comunicaciones;Medios y Comunicación Social,No Aplica
0000012840,BORGIA ENRICO ACOSTA FUENTES,Herederos del Agua,Industrial,True,,,Colombia,2000,Cultura;Cultura Indígena;comunicación;Audiovisual;documentales,Ciencias Sociales;Periodismo y Comunicaciones;Medios y Comunicación Social,No Aplica
0000012831,"FRANCOIS PIERRE GRAVEL, BORGIA ACOSTA, OLGA PATRICIA SOLIS VALENCIA, HELVIA FRIEDA BRAENDLY DE BUCHELI, ANDRES JOSE CASTRILLON MUNOZ, CLARA INES URIBE, HENRI HECTOR JURADO",Tampu,Industrial,True,,,Colombia,2002,OMD;Base de conocimiento;Ecoturismo;Multicultura;Posicionamiento,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía), Ciencias Sociales;Economía y Negocios;Negocios y Management, Ciencias Sociales;Economía y Negocios;Economía",Desarrollo de programas (software) y prestación de servicios en informática
0000013544,"OLGA PATRICIA SOLIS VALENCIA, HELVIA FIEDRA BRAENDLY",TAMPU : Portal ecoturistico y multicultural del Cauca,Industrial,True,www.Tampu.com,,Colombia,2002,Comunicación;protocolo,"Ciencias Sociales;Periodismo y Comunicaciones;Medios y Comunicación Social, Ciencias Sociales;Economía y Negocios;Negocios y Management",Otros sectores
0000296759,"ANDRES JOSE VIVAS SEGURA, MAURICIO DIAZGRANADOS CADELO, MARCELA ALVEAR",Base de datos del Herbario de la Pontificia Universidad Javeriana PUJ,Industrial,True,,,Colombia,2006,Bases de datos;Bioinformática;Sistema de información;Colecciones biológicas;Herbario,"Ciencias Naturales;Ciencias Biológicas;Botánica y Ciencias de las Plantas, Ciencias Sociales;Periodismo y Comunicaciones;Ciencias de la Información (Aspectos Sociales)","Agricultura, pecuaria, silvicultura, explotación forestal, Desarrollo de programas (software) y prestación de servicios en informática"
0000296759,ANDRES JOSE VIVAS SEGURA,Base de datos de la colección liquenológica del Herbario Álvaro Fernández Pérez,Servicios,True,,,Colombia,2016,No Aplica,No Aplica,No Aplica
0000323446,NANCY JANNETH MOLANO TOBAR,Propioceptometro DLJ,Industrial,True,,,Colombia,2008,Rehabilitacion deportiva;Propiocepción;salud y calidad de vida;Fisioterapia,Ciencias Médicas y de la Salud;Ciencias de la Salud;Salud Ocupacional,"Educación, Salud humana"
0001527473,DILIAN ASTRID QUERUBIN GONZALEZ,Software para la gestión y divulgación de las colecciones de referencia arqueológica de la Universidad del Cauca,Servicios,True,,,Colombia,2014,No Aplica,No Aplica,No Aplica
0001527473,DILIAN ASTRID QUERUBIN GONZALEZ,Pulpo mágico,Industrial,True,,,Colombia,2007,No Aplica,No Aplica,No Aplica
0001527473,DILIAN ASTRID QUERUBIN GONZALEZ,"Aplicativo web visualización de imágenes proyecto: Indio o/e indígena Caracterización de imágenes (ilustraciones, esquemas y fotografías) en textos escolares de educación básica primaria del área de Ciencias Sociales de 1980 a 1990 a través de estereotipos asociados a conceptos de raza y clase socia",Industrial,True,,,Colombia,2018,diseño;Hardware;imágenes;interactivo;antropología visual;etnografía;raza;clase social,"Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria, Humanidades;Otras Humanidades;Otras Humanidades, Humanidades;Arte;Diseño, Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías",Educación
0000896314,EDWARD JAVIER ORDONEZ,1,Industrial,True,,,Colombia,2019,No Aplica,No Aplica,No Aplica
0000405957,"DAYSE DELGADO ERASO, SERICINA EN CONTEXTO DE SERICULTURA EN EL DEPARTAMENTO DEL CAUCA",COLOMBIA,Industrial,True,,,Colombia,2020,Sericultura;Sericina;Comunidad Rural;Análisis de entorno,No Aplica,"Productos y servicios de recreación,culturales, artísticos y deportivos"
0000405957,"CLARA MILENA CONCHA LOZADA, DAYSE DELGADO ERASO, GEHOVELL JULIANA VIDAL PINILLA, RICARDO CAMACHO MUNOZ",ABONO ORGANICO EN ESQUEMA COMUNITARIO EN LAS VEREDAS LA YUNGA Y RÍO HONDO,Industrial,True,,,Colombia,2020,No Aplica,No Aplica,No Aplica
0000405957,DAYSE DELGADO ERASO,Aceite de pupa para producción para aplicación cosmética en contexto de producción serícola en el Departamento del Cauca,Industrial,False,,,Colombia,2021,No Aplica,No Aplica,No Aplica
0001522071,"DAYSE DELGADO ERASO, GEHOVELL JULIANA VIDAL PINILLA, CLARA MILENA CONCHA LOZADA",ABONO ORGANICO EN ESQUEMA COMUNITARIO EN LAS VEREDAS LA YUNGA Y RÍO HONDO,Industrial,True,,,Colombia,2020,Economía circular;Residuos orgánicos ,No Aplica,No Aplica
0000004900,"JULIAN ANDRES CAICEDO MUNOZ, JULIO ANDRES MOSQUERA BOLANOS, CESAR RODRIGO MALAVER FLOR, INGRID SELENE TORRES ROJAS",ECO-ESTACIÓN - PROTOTIPO INDUSTRIAL,Industrial,False,,,Colombia,2022,Ingeniería Ambiental;Estilos de aprendizaje;Manejo de residuos no peligrosos ;Educación inclusiva,No Aplica,No Aplica
0001124838,"MARIA EUGENIA SALDARRIAGA SALAZAR, EDUARDO ANDRES CONCHA CERON","""SER"" EMPRENDEDOR",Servicios,True,,,Colombia,2019,COMPETENCIAS;CREATIVIDAD;Crecimiento Empresarial;CULTURA EMPRENDEDORA;EDUCACION;EMPRENDIMIENTO;EMPRESA;EMPRESARISMO;Enseñanza;ESTRATEGIA,"Ciencias Sociales;Economía y Negocios;Negocios y Management, Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)","Productos y servicios de recreación,culturales, artísticos y deportivos, Educación"
0001678622,"MARIA EUGENIA SALDARRIAGA SALAZAR, EDUARDO ANDRES CONCHA CERON","""SER"" EMPRENDEDOR",Servicios,True,,,Colombia,2019,Coaching;Creatividad;Emprendimiento;Formación personal;Innovación;Prototipo;Proyecto;Tecnología,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica
0000348570,"ALBERTO DE JESUS GONZALEZ RAMIREZ, CAROL ZULEIMA JOAQUI TRUJILLO",SIELAN,Industrial,False,SIELAN,,Colombia,2003,Sistemas Expertos;Ontologías;Lógica Difusa;Inteligencia Artificial,No Aplica,Actividades de asesoramiento y consultoría a las empresas
0000074838,DIEGO RIVERA VASQUEZ,Selladora Vertical,Industrial,False,,,Colombia,2017,No Aplica,No Aplica,No Aplica
0001475362,LEANDRO ORDONEZ ANTE,Entorno de Creación de Servicios TelComp2.0,Industrial,True,,,Colombia,2013,No Aplica,No Aplica,No Aplica
0001469933,"ROBERT MAURICIO QUINONES ZUNIGA, DARIO FERNANDO CHAMORRO VELA, DIEGO FELIPE SANCHEZ GOMEZ, JHONATAN ALVAREZ CAICEDO",CoffeeQualiTiC,Servicios,True,,,Colombia,2018,TIC;Agricultura,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,"Agricultura, pecuaria, silvicultura, explotación forestal"
0000021883,VICTOR GARZON MARIN,Koko - Testing,Servicios,True,,,Colombia,2019,No Aplica,No Aplica,No Aplica
0000002241,ANDRES FELIPE HURTADO BANGUERO,Control para puente grua usando bluetooth,Industrial,True,,,Colombia,2010,No Aplica,No Aplica,No Aplica
0001738730,DIEGO ANTONIO LEGARDA CORDOBA,Banda transportadora modular,Industrial,False,,,Colombia,2022,Didactica;Banda Transportadora;Modulos,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Automatización y Sistemas de Control",Educación
0001738730,DIEGO ANTONIO LEGARDA CORDOBA,Sistema de reconocimiento automático de firmas,Industrial,False,,,Colombia,2022,acelerómetro;Firmas;Inteligencia artifical;seguridad biométrica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático",Desarrollo de programas (software) y prestación de servicios en informática
