idcvlac,autor,nombre,tipo,verificado,nombre_comercial,contrato_registro,lugar,fecha,plataforma,ambiente,palabras,areas,sectores
0001413698,CRISTIAN MENDEZ RODRIGUEZ,SIWGACE,Computacional,False,SIWGACE,,Colombia,2022,,,No Aplica,No Aplica,No Aplica
0001413698,"CRISTIAN MENDEZ RODRIGUEZ, CRISTIAN CAMILO ORDONEZ QUINTERO, JOSE ARMANDO ORDONEZ CORDOBA",PLATAFORMA DE PERSONALIZACIÓN DE LA EVALUACIÓN SOPORTADA EN INTELIGENCIA ARTIFICIAL¿ (PPEI),Computacional,False,(PPEI),,Colombia,2020,,,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0001413698,CRISTIAN MENDEZ RODRIGUEZ,DISEÑO DE UNA PLATAFORMA PARA EL CÁLCULO DE LA EFICIENCIA ENERGÉTICA EN UN SISTEMA CAFETERO - AcCoffee ,Computacional,False,AcCoffee,,Colombia,2019,LA PLATAFORMA PERMITE A LOS CULTIVADORES DE CAFÉ PODER CALCULAR LA EFICIENCIA Y SUSTENTABILIDAD DE SUS FINCAS,,Emergy Analysis;Energy Efficiency;Environmental Assessment (EA) methods;Agricultural production systems,Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Ciencias del Medio Ambiente,"Agricultura, pecuaria, silvicultura, explotación forestal"
0000389960,DIEGO ALFONSO AGUILAR CARDONA,Sistema de registro diario de actividades de clase,Computacional,False,,,Colombia,2011,,,No Aplica,No Aplica,No Aplica
0000308765,"JULIAN ANTONIO VILLAMARIN MUNOZ, JOSE FERNANDO BARRERA CAMPO, JESUS DAVID RAMIREZ MEDINA, CARLOS ALBERTO GAVIRIA LOPEZ, ELENA MUNOZ ESPANA",BREAST ELASTOGRAPHY TOOLKIT (BELA TOOLKIT),Computacional,True,BREAST ELASTOGRAPHY TOOLKIT (BELA TOOLKIT),681.2/016 de 2016,Colombia,2018,El proyecto puede ser compilado en otros sistemas operativos utilizando CMAKE,C++,No Aplica,No Aplica,No Aplica
0001240285,"GUILLERMO ALBERTO CAMACHO MUNOZ, DAVID ALVAREZ MARTINEZ",GRASPACKING,Computacional,True,,24326204,Colombia,2018,Microsoft Windows,Visual Studio,Automatic Packing Systems;GRASP Greedy Randomized Adaptive Search Proced;Robotics;Distributors Pallet Packing Problem DPPP;Multiple BinSize Bin Packing Problem;MBSBP,"Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería Industrial, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Automatización y Sistemas de Control","Logística de transporte, almacenamiento y comunicaciones"
0001240285,GUILLERMO ALBERTO CAMACHO MUNOZ,SISTEMA DE GESTIÓN DE PERFILES ACADÉMICOS Y PERSONALES DE LOS ESTUDIANTES DEL COLEGIO LA SANTÍSIMA EUCARISTÍA,Computacional,False,SISTEMA DE GESTIÓN DE PERFILES ACADÉMICOS Y PERSONALES DE LOS ESTUDIANTES DEL COLEGIO LA SANTÍSIMA EUCARISTÍA,,Colombia,2016,,,No Aplica,No Aplica,No Aplica
0001240285,GUILLERMO ALBERTO CAMACHO MUNOZ,TOOLBOX DE CONTROL MIOELÉCTRICO Y SINTONIZACIÓN IPCA,Computacional,False,,,Brasil,2012,,,No Aplica,No Aplica,No Aplica
0000376175,"JUAN FERNANDO FLOREZ MARULANDA, ELENA MUNOZ ESPANA",Mini toolbox de sistemas difusos discretos,Computacional,False,,,Colombia,2001,Windows,,Control difuso,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Educación
0000376175,"JUAN FERNANDO FLOREZ MARULANDA, ELENA MUNOZ ESPANA",Mini toolbox de procesamiento estático de imágenes,Computacional,False,,,Colombia,2001,Windows,,Procesamiento de imagenes;matlab,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Educación
0000376175,"JUAN FERNANDO FLOREZ MARULANDA, ELENA MUNOZ ESPANA",SACROM: Sistema automático para conducción de robots móviles,Computacional,False,,,Colombia,1999,Windows,,Control Inteligente;Logica difusa,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Educación
0000376175,"JUAN FERNANDO FLOREZ MARULANDA, ELENA MUNOZ ESPANA",FLCD: Diseño de controladores difusos y neuronales,Computacional,False,,,Colombia,1999,Windows,,Control difuso;Herramienta software,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Educación
0000376175,"JUAN FERNANDO FLOREZ MARULANDA, ELENA MUNOZ ESPANA",NeuLab: Laboratorio Visual de Redes Neuronales,Computacional,False,,,Colombia,1998,Windows,,Herramienta educativa;Redes neuronales,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Educación
0000084546,"JULIO EDUARDO MEJIA MANZANO, LAURA DANIELA ORDIEREZ ZUNIGA",SISTEMA DE CONTROL DE POSICIÓN PARA PROTOTIPO DE PRONO-SUPINACIÓN EN PACIENTES CON PROBLEMAS DE MIEMBRO SUPERIOR,Computacional,True,SISTEMA DE CONTROL DE POSICIÓN PARA PROTOTIPO DE PRONO-SUPINACIÓN EN PACIENTES CON PROBLEMAS DE MIEMBRO SUPERIOR,,Colombia,2020,Arduino como elemento controlador de la parte de los actuadores,Arduino,No Aplica,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,Fabricación de equipos de instrumentación médico
0000722960,MAXIMILIANO BUENO LOPEZ,Programa para localización de Fallas en sistemas de Distribución radiales,Computacional,False,,,Colombia,2006,Matlab 7.0,Matlab 7.0,Fallas en Sistemas de distribución,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Desarrollo de programas (software) y prestación de servicios en informática
0000722960,MAXIMILIANO BUENO LOPEZ,Sistema Difuso para Navegación de Robot Móvil,Computacional,False,,,Colombia,2006,,,No Aplica,No Aplica,No Aplica
0000722960,"MAXIMILIANO BUENO LOPEZ, SANTIAGO SANCHEZ ACEVEDO, LUIS HERNANDO RIOS GONZALEZ",Sistema neurodifuso para navegación de robot móvil,Computacional,False,,,Colombia,2007,,Matlab 7.0,No Aplica,No Aplica,No Aplica
0000390003,"OSCAR AMAURY ROJAS ALVARADO, GIOVANNI FERNANDEZ RODRIGUEZ, FRANCY JULIETH POSADA PARRA",Herramienta para Transacciones Industriales MTI,Computacional,False,,,Colombia,2004,Visual Basic .NET,Windows,OPC;OLE - DB;OCI;ODBC,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Actividades de asesoramiento y consultoría a las empresas
0000348155,"OSCAR ANDRES VIVAS ALBAN, DIEGO ENRIQUE GUZMAN VILLAMARIN",RoboSurgery,Computacional,True,RoboSurgery,Resolución 8.4.2-90/468 del 15 de noviembre de 2012,Colombia,2013,,,Robótica médica;Robots quirúrgicos;Simulación quirúrgica,No Aplica,No Aplica
0000012386,"CARLOS ALBERTO COBOS LOZADA, MARTHA ELIANA MENDOZA BECERRA, ERWIN MEZA VEGA, JESUS EDUARDO MUNOZ SILVA, JORGE GIRALDO",SPAR ¿ Repositorio de Acceso Público basado en SCORM (SCORM Public Access Repository),Computacional,True,,,Colombia,2007,Windows / IIS / Sql Server,Internet,SCORM;Repositorios Digitales;Educación en Línea;Educación y Sistemas de Información,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,Desarrollo de programas (software) y prestación de servicios en informática
0000012386,"NORMAN HERNANDO MUNOZ FANDINO, WILLIAM RIVERA, CARLOS ALBERTO COBOS LOZADA",INDEPENDENCIA: JUEGO DE ESTRATEGIA EN 3D BASADO EN HECHOS IMPORTANTES DE LA CAMPAÑA LIBERTADORA DE COLOMBIA,Computacional,True,,,Colombia,2007,Microsoft Visual C++ y Direct X,Windows,DirectX;Computación Gráfica;Juego de Estrategia 3D;Juegos por computador,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,Educación
0000012386,"CARLOS ALBERTO COBOS LOZADA, MARTHA ELIANA MENDOZA BECERRA, ROBERTO CARLOS NARANJO CUERVO",Portal de la Comunidada de Actores de Ciencia y Tecnologia del Pacifico Colombiano,Computacional,True,PORTAL DE LA COMUNIDAD DE ACTORES DE CIENCIA Y TECNOLOGIA DE LOS DPTOS DEL PACIFICO,,Colombia,2002,Windows / IIS,Internet,Tecnologías de la Información;Ciencia y Tecnologia,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,Desarrollo de programas (software) y prestación de servicios en informática
0000012386,CARLOS ALBERTO COBOS LOZADA,EAV MOBILE DIAGNOSTIC,Computacional,True,,,Colombia,2010,,,No Aplica,No Aplica,No Aplica
0000012386,CARLOS ALBERTO COBOS LOZADA,CMIN 1.0 ¿ HERRAMIENTA CASE PARA EL SOPORTE DE PROYECTOS DE MINERÍA DE DATOS BASADO EN CRISP-DM,Computacional,True,,,Colombia,2010,,,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",No Aplica
0000014001,"MIGUEL ANGEL NINO ZAMBRANO, JORGE JAIR MORENO CHAUSTRE",Aseguramiento de Calidad en Cursos de Educación Superior - ACES,Computacional,False,,,Colombia,1998,S.O. Windows,Grafico,Aseguramiento de Calidad en Educación Superior;Informática Educativa,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,Educación
0000014001,"MIGUEL ANGEL NINO ZAMBRANO, JESUS ALBERTO NINO ZAMBRANO, GUSTAVO ADOLFO RAMIREZ GONZALEZ",Semantic Search on Internet of Things,Computacional,False,Buscador Semántico en Internet de las Cosas,,Colombia,2014,Multiplataforma - Explorador Web,Web,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",No Aplica
0000014001,MIGUEL ANGEL NINO ZAMBRANO,Dinámica de Sistemas Aplicada a la Educación básica Primaria - DINAMICO,Multimedia,False,DINAMICO,,Colombia,2006,Windows XP en adelante,Escritorio,No Aplica,No Aplica,No Aplica
0000014001,MIGUEL ANGEL NINO ZAMBRANO,Buscardo Semantico en el domino de las Plantas WebSearch,Computacional,False,Semantic WebSearch Plants,,Colombia,2010,ASPNET,Web,No Aplica,No Aplica,No Aplica
0000014001,MIGUEL ANGEL NINO ZAMBRANO,Sistema de Evaluación de Productividad Docente de la Universidad del Cauca,Computacional,False,Sistema de Reconocimiento de Productividad Docente,,Colombia,2011,ASPNET,Web,No Aplica,No Aplica,No Aplica
0000014001,MIGUEL ANGEL NINO ZAMBRANO,Planet TB,Computacional,False,PlanetTB,,Colombia,2009,"Windows Installer 3.1, Microsoft .NET Framework 3.5 and Microsoft XNA Framework 3.0",Web,No Aplica,No Aplica,No Aplica
0001062212,ADRIAN FERNANDO MARTINEZ MOLINA,Sistema de Soporte a la Toma de Decisiones para el analisis multifractal del Genoma Humano,Otra,False,BioDW,,Colombia,2009,Pentaho 1.7,Debian Linux,Bioinformatica;Business Intelligence;Data Warehouse,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,Actividades de asesoramiento y consultoría a las empresas
0000264644,CAROLINA GONZALEZ SERRANO,TerraExplora,Multimedia,False,,4565,Colombia,2018,Android,,No Aplica,No Aplica,No Aplica
0000264644,CAROLINA GONZALEZ SERRANO,Tsiunas. VideoJuego para prevención en Violencia de Género - VBG,Multimedia,False,,4565,Colombia,2018,Android,,No Aplica,No Aplica,No Aplica
0000264644,CAROLINA GONZALEZ SERRANO,VideoJuego Cuetaya,Multimedia,False,,4565,Colombia,2016,,,No Aplica,No Aplica,No Aplica
0000232122,CESAR ALBERTO COLLAZOS ORDONEZ,Team Quest: Una herramienta para mejorar procesos de colaboracion,Computacional,False,,,Chile,2003,Windows,,Evaluation processes;CSCL,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,No Aplica
0000232122,CESAR ALBERTO COLLAZOS ORDONEZ,Chase the Cheese: Una herramienta para evaluar procesos de Colaboración,Computacional,False,,,Chile,2000,Windows,,CSCL;Evaluation processes,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,No Aplica
0000140864,EMBER UBEIMAR MARTINEZ FLOR,Zipf Law,Computacional,False,,,Colombia,2006,Python,Windows 9x/Linux,No Aplica,No Aplica,No Aplica
0000140864,EMBER UBEIMAR MARTINEZ FLOR,Identificacion de rostros con RNA,Computacional,False,,,Colombia,2006,C#.NET,Windows,No Aplica,No Aplica,No Aplica
0000140864,EMBER UBEIMAR MARTINEZ FLOR,ReTAS,Computacional,False,,,Colombia,2004,Windows 2000 Server - Microsoft Visual Studio . NET,,Internet;Seguridad;Telemedicina;Tecnicas para la Automatización;Programación,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,No Aplica
0000062804,"ERWIN MEZA VEGA, HERNAN PORRAS DIAZ, JOHN JAIRO CACERES JIMENEZ, CLAUDIA JULIANA LUCENA LIZARAZO, SERGIO MANUEL PINEDA VARGAS, GERMAN EDUARDO GAVILAN LEON",Sistema de Información Geográfica - SIG para la gestión de información de normatización y calidad ambiental,Computacional,False,,,Colombia,2001,IRIX 6.5; Windows 98,Oracle 7.3.3; SDE3.02; Hec-Ras; Arcview 3.2; ArcInfo 8,Aprovechamientos Forestales;Calidad Ambiental;Concesiones de Aguas;Licencias Ambientales;Vertimientos Líquidos;Emisiones Atmosféricas,No Aplica,No Aplica
0000062804,"ERWIN MEZA VEGA, JHON JAIRO CACERES JIMENEZ, HERNAN PORRAS DIAZ, CLAUDIA JULIANA LUCENA LIZARAZO, VANESSA MERCEDES QUIROGA ARCINIEGAS, SANDY YAIR YANES, EDWIN MENDOZA BELTRAN, JOHN ALEXANDER BUENO VESGA, EDWARD SANDOVAL GOMEZ, SERGIO MANUEL PINEDA VARGAS, GERMAN EDUARDO GAVILAN LEON",Sistema de Información Territorial Regional,Computacional,False,,,Colombia,2001,Windows 2000 Server; IRIX 6.2; Windows 95/98/NT,ArcIms; Oracle; Internet Information Server; Apache,POT;Subsistemas;Físico-Biótico;Económico;Funcional-Espacial,No Aplica,No Aplica
0000062804,ERWIN MEZA VEGA,Repositorio de Objetos de Contenido,Computacional,False,,,Colombia,2005,,,Ambiente Virtual de Aprendizaje;materiales multimedia;repositorios digitales;objetos de contenido compartibles,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,Educación
0000062804,"ERWIN MEZA VEGA, MARTHA VITALIA CORREDOR MONTAGUT, JORGE HERNANDO RAMON SUAREZ",Aula Virtual 2.0,Computacional,False,,,Colombia,2005,,,Ambiente Virtual de Aprendizaje;Materiales Educativos;aprendizaje y educación a distancia,No Aplica,Educación
0000062804,ERWIN MEZA VEGA,Cliente de Correo GeoMail,Computacional,False,,,Colombia,2001,Linux,"Apache, PHP",Correo;CGI,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,Desarrollo de programas (software) y prestación de servicios en informática
0000062804,"ERWIN MEZA VEGA, HERNAN PORRAS DIAZ, MARTHA VITALIA CORREDOR MONTAGUT, CLAUDE ANDRE ADOLPHE EWERT DE GEUS, ESPERANZA AGUILAR DIAZ, JORGE ENRIQUE FIALLO LEAL, JORGE HERNANDO RAMON SUAREZ, MARIA MERCEDES CALLEJAS RESTREPO",Aula Virtual,Computacional,False,,,Colombia,2002,Arquitectura Cliente Servidor,Linux,aprendizaje y educación a distancia;Aprendizaje significativo;ingeniería del software;materiales multimedia,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía), Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación",Desarrollo de programas (software) y prestación de servicios en informática
0000062804,ERWIN MEZA VEGA,Aprendiendo Sistemas Operativos,Computacional,True,Aprendiendo Sistemas Operativos,,Colombia,2011,Intel IA-32 and 64,Windows / Linux,Sistemas Operativos,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,Desarrollo de programas (software) y prestación de servicios en informática
0001425138,HENDRYS FABIAN TOBAR MUNOZ,enTour360,Computacional,False,enTour360,,Colombia,2022,Wordpress,Web,Turismo;Contenidos 360,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones","Desarrollo rural, Otros sectores"
0001425138,HENDRYS FABIAN TOBAR MUNOZ,Terra Explora,Multimedia,False,Terra Explora,,Colombia,2018,Android,,No Aplica,No Aplica,No Aplica
0001425138,"HENDRYS FABIAN TOBAR MUNOZ, CAROLINA GONZALEZ SERRANO",Tsiunas: Videojuego para la prevención de las violencias de género y la promoción de masculinidades corresponsables,Multimedia,False,Tsiunas,,Colombia,2018,"Android, Windows",,No Aplica,No Aplica,No Aplica
0001425138,HENDRYS FABIAN TOBAR MUNOZ,Cuetaya: Tierra de Colores,Multimedia,False,Cuetaya: Tierra de Colores,,Colombia,2016,Android,,No Aplica,No Aplica,No Aplica
0001425138,HENDRYS FABIAN TOBAR MUNOZ,"AR Ole, el Elfo Cierraojos",Computacional,False,"AR Ole, el Elfo Cierraojos",,España,2014,Android,"Unity3D, Vuforia",No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",No Aplica
0001425138,HENDRYS FABIAN TOBAR MUNOZ,Una Aventura por el Cauca,Computacional,False,Una Aventura por el Cauca,,España,2016,Android,"Unity3D, Vuforia",No Aplica,No Aplica,No Aplica
0001425138,HENDRYS FABIAN TOBAR MUNOZ,Gremlings in my Mirror,Computacional,False,,,España,2013,,,No Aplica,No Aplica,No Aplica
0001425138,HENDRYS FABIAN TOBAR MUNOZ,Planet TB,Multimedia,False,Planet TB,,Colombia,2009,,,No Aplica,No Aplica,No Aplica
0001425138,HENDRYS FABIAN TOBAR MUNOZ,Simon y la Tuberculosis,Multimedia,False,,,Colombia,2008,PC,,No Aplica,No Aplica,No Aplica
0001425138,HENDRYS FABIAN TOBAR MUNOZ,Bailabot,Multimedia,False,,,Colombia,2007,PC,,No Aplica,No Aplica,No Aplica
0000394718,"IVAN DARIO LOPEZ GOMEZ, ALBERTO NARANJO CARVAJAL, ALBERTO NARANJO CARVAJAL",Difusoft,Computacional,False,,,Colombia,2004,Fortran,"Windows, gráfico",Software;difusividad térmica;Métodos Numéricos;Propiedades térmicas de polímeros,"Ciencias Naturales;Ciencias Químicas;Química Orgánica, Ingeniería y Tecnología;Ingeniería de los Materiales;Compuestos (Laminados, Plásticos Reforzados, Fibra Sintéticas y Naturales), Ingeniería y Tecnología;Ingeniería Mecánica;Ingeniería Mecánica",Desarrollo de programas (software) y prestación de servicios en informática
0000394718,"IVAN DARIO LOPEZ GOMEZ, MARIA DEL PILAR NORIEGA ESCOBAR, WHADY FELIPE FLOREZ, OMAR AUGUSTO ESTRADA RAMIREZ",PROGRAMA PARA EL CALCULO DE LA ECUACION DE ENERGIA EN 2D USANDO EL METODO DE COLOCACION,Computacional,False,,,Colombia,2004,VISUAL FORTRAN,WINDOWS,Simulación;Ecuacion de energía;Colocación;RBF;Materiales poliméricos,"Ingeniería y Tecnología;Ingeniería de los Materiales;Compuestos (Laminados, Plásticos Reforzados, Fibra Sintéticas y Naturales), Ciencias Naturales;Ciencias Químicas;Química Orgánica",Fabricación de productos químicos
0000394718,"IVAN DARIO LOPEZ GOMEZ, JUAN DIEGO SIERRA MUNETON",Programa para la simulación de la hilatura de fibras poliméricas,Computacional,False,,,Colombia,2004,Fortran,Windows,Hilatura de fibras;Métodos Numéricos;Procesamiento;Fibras poliméricas,"Ciencias Naturales;Ciencias Químicas;Química Orgánica, Ingeniería y Tecnología;Ingeniería de los Materiales;Compuestos (Laminados, Plásticos Reforzados, Fibra Sintéticas y Naturales), Ingeniería y Tecnología;Ingeniería Mecánica;Ingeniería Mecánica",Fabricación de productos químicos
0000394718,"JUAN CAMILO ESTEFAN ANGEL, IVAN DARIO LOPEZ GOMEZ, OMAR AUGUSTO ESTRADA RAMIREZ, JOSE ALEJANDRO BETANCUR MEJIA",PERMEASOFT,Computacional,True,PERMEASOFT Web,Contrato 582 -2008 código 226245421752 Acuerdo de confidencialidad y compromiso de coejecución del 26 de diciembre de 2011,Colombia,2012,Aplicativo para plataforma Web,Desarrollado en Visual Studio C#,Empaques;Estructuras Multicapas;Diseño de empaques,Ingeniería y Tecnología;Ingeniería Química;Ingeniería de Procesos,Fabricación de productos químicos
0000394718,"JUAN CAMILO ESTEFAN ANGEL, ALBERTO NARANJO CARVAJAL, ANDRES FELIPE HERNANDEZ MURCIA, JUAN CARLOS ORTIZ PIMIENTA, IVAN DARIO LOPEZ GOMEZ",Cálculo de consumo energético en inyección (Versión 2),Computacional,False,Cálculo de consumo energético en inyección (Versión 2),Contrato 0062-2013,Colombia,2017,Aplicativo de escritorio para Windows,Desarrollado en C# (Visual Studio 2012),Inyección de termoplásticos;Consumo energético,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,Fabricación de productos químicos
0000394718,"ANDRES FELIPE HERNANDEZ MURCIA, JUAN CAMILO ESTEFAN ANGEL, ALEXANDER HERNANDEZ MUNOZ, OMAR AUGUSTO ESTRADA RAMIREZ, JUAN CARLOS ORTIZ PIMIENTA, IVAN DARIO LOPEZ GOMEZ",Cálculo de consumo energético en extrusión,Computacional,False,Cálculo de consumo energético en extrusión,Contrato 0062-2013,Colombia,2017,Aplicativo de escritorio para Windows,Desarrollado en C# (Visual Studio 2012),Consumo energético;Extrusión de termoplásticos,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería de Producción,Fabricación de productos químicos
0000394718,"IVAN DARIO LOPEZ GOMEZ, JUAN CAMILO ESTEFAN ANGEL, JOSE ALEJANDRO BETANCUR MEJIA",SafePack Software,Computacional,True,,Contrato 582 -2008 Código 2262¿454¿21752 (Programa estratégico),Colombia,2013,Elaborado para plataforma Web,"Visual Studio 2012, C#",No Aplica,No Aplica,No Aplica
0000394718,"IVAN DARIO LOPEZ GOMEZ, JUAN CAMILO ESTEFAN ANGEL, JOSE ALEJANDRO BETANCUR MEJIA",Migrasoft: Software para garantizar la inocuidad de los empaques plásticos.,Computacional,True,Migrasoft,Contato Colciencias 0065-2012 Código 525 de 2011,Colombia,2012,Aplicativo para plataforma Web,Desarrollado en Visual Studio,Empaques;Inocuidad;Migración,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,Fabricación de productos químicos
0000394718,IVAN DARIO LOPEZ GOMEZ,Rastreador de superficies libres en la extrusión de polímeros,Computacional,True,Rastreador de superficies libres en la extrusión de polímeros,PRE00503023053/ 226252128242 Contrato RC 650-2011,Colombia,2013,Aplicativo de escritorio para Windows,Desarrollado en Intel Visual Fortran,Extrusión de termoplásticos;Rastreador;Superficies libres,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,Fabricación de productos químicos
0000394718,"JUAN CAMILO ESTEFAN ANGEL, IVAN DARIO LOPEZ GOMEZ, GABRIEL JAIME OSORIO HERNANDEZ, ALEJANDRO SERNA ESCOBAR",Polyguess,Computacional,False,Polyguess,,Colombia,2020,,,No Aplica,No Aplica,No Aplica
0000277517,JORGE JAIR MORENO CHAUSTRE,Aseguramiento de Calidad en Cursos de Educación Superior - ACES,Computacional,False,,,Colombia,1998,S.O. Windows,Grafico,Aseguramiento de Calidad en Educación Superior;Informática Educativa,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,Educación
0001475033,JUDY VIVIANA MOLANO MORA,SIRBA 1.0,Computacional,False,SIRBA 1.0,,Colombia,2009,.NET,,No Aplica,No Aplica,No Aplica
0000264636,"JULIO ARIEL HURTADO ALEGRIA, RODRIGO PENA, CAROLINA MASSO",Sistema de Gestión documental basado en ISO,Computacional,False,,,Colombia,2004,J2EE,JBuilder,J2EE;MDA;ISO 9000,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Desarrollo de programas (software) y prestación de servicios en informática
0000264636,JULIO ARIEL HURTADO ALEGRIA,Sistema de Gestión de Afiliados en Salud SADSALUD,Computacional,False,,,Colombia,2003,J2EE,NetBeans,J2EE,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Desarrollo de programas (software) y prestación de servicios en informática
0000264636,JULIO ARIEL HURTADO ALEGRIA,Sistema de Gestión de Recursos Audiovisuales,Computacional,False,,,Colombia,2003,J2EE,NetBeans,J2EE,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Desarrollo de programas (software) y prestación de servicios en informática
0000232610,LUIS ERNESTO GARRETA UNIGARRO,Uso de fuentes externas bioinformaticas para retroalimentar la etapa de prediccion de un buscador de genes,Computacional,False,Uso de fuentes externas bioinformaticas para retroalimentar la etapa de prediccion de un buscador de genes,13-29-406,Colombia,2011,Linux,,No Aplica,No Aplica,No Aplica
0000232610,LUIS ERNESTO GARRETA UNIGARRO,"Interfaz Grafica de Usuario para Entrenamiento, Prediccion y Visualizacion de Genes.",Computacional,False,"Interfaz Grafica de Usuario para Entrenamiento, Prediccion y Visualizacion de Genes",13-29-189,Colombia,2011,Linux,,No Aplica,No Aplica,No Aplica
0000249130,"LUZ MARINA SIERRA MARTINEZ, EDINSON ALFONSO SOLARTE CAMAYO, JORGE ARMANDO VILLEGAS",Micromundo Nasa yuwe's piyaaka,Computacional,True,Micromundo Nasa yuwe's piyaaka,,Colombia,2013,UNITY,WINDOWS VERSION WEB Y PC,No Aplica,No Aplica,No Aplica
0000249130,"LUZ MARINA SIERRA MARTINEZ, TULIO ENRIQUE ROJAS CURIEUX, JORGE ARMANDO VILLEGAS, ERWIN MEZA VEGA, CARLOS ALBERTO COBOS LOZADA",Gestión de proyectos de desarrollo de software educativo para la comunidad nasa,Computacional,True,Gestión de proyectos de desarrollo de software educativo para la comunidad nasa,1103-521-28306,Colombia,2013,Se implementó en PUnto Net,Windows,No Aplica,No Aplica,No Aplica
0000249130,"LUZ MARINA SIERRA MARTINEZ, JORGE JAIR MORENO, MARTHA ELIANA MENDOZA B, ROBERTO CARLOS NARANJO, WILSON ORTEGA",Netgociemos,Computacional,False,Netgociemos,,Colombia,2004,Windows,Web,Comunidades virtuales;E-Bussiness Models;E-commerce;Estrategias de Marketing;Modelos de E-bussiness,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,No Aplica
0000249130,"LUZ MARINA SIERRA MARTINEZ, ROBERTO CARLOS NARANJO, WILSON ORTEGA, SANDRA ROA, COMUNIDAD VIRTUAL DE SALUD PARA APOYAR LOS PROCESOS DE PREVENCION",DIAGNOSTICO Y CONTROL DE LA TUBERCULOSIS EN EL DEPARTAMENTO DEL CAUCA - COLOMBIA,Computacional,True,"COMUNIDAD VIRTUAL DE SALUD PARA APOYAR LOS PROCESOS DE PREVENCION, DIAGNOSTICO Y CONTROL DE LA TUBERCULOSIS EN EL DEPARTAMENTO DEL CAUCA - COLOMBIA",Ninguno,Colombia,2008,Windows,Aplicación para la Web,aprendizaje colaborativo;Comunidades virtuales;Sociabilidad;tuberculosis,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,No Aplica
